Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10,x39,x40
180,0.0440093,0.0198132,0.00795669,0.0343031,0.00353196,0.112783,0.0249431,0.0812663,0.0740296,0.0104391,0.0196577,0.0221399,0.0708795,0.0152814,0.00903384,0.00362933,0.0974862,0.0716968,0.0709378,0.00807161,0.0433746,0.0653562,0.0215664,0.0564907,0.0184671,0.0629685,0.0462988,0.00280519,0.00332207,0.0441049,0.109837,0.0167305,0.0148602,0.00184731,0.0369782,0.00303539,0.0203998,0.0187761,0.0524915,0,0
181,0.0440753,0.0198952,0.00794365,0.0342723,0.0035575,0.112751,0.0248776,0.0812715,0.0740005,0.0104286,0.0196512,0.0221521,0.0708908,0.0152558,0.00901317,0.00359667,0.0974518,0.0717022,0.0709411,0.0080753,0.0433759,0.0654396,0.021651,0.0565038,0.0184617,0.0626444,0.0462582,0.0027578,0.00332351,0.0440766,0.10996,0.0167143,0.0148102,0.0018568,0.0370407,0.00272429,0.0201854,0.0188474,0.0525029,0,0
182,0.0441296,0.0199635,0.00793499,0.0342551,0.00361393,0.112722,0.0247983,0.0812934,0.0739846,0.0104271,0.0196477,0.022173,0.0708954,0.0152323,0.00898621,0.00356219,0.0974222,0.0717161,0.0709344,0.00808547,0.0433813,0.0655321,0.0217524,0.0565092,0.0184468,0.0623233,0.0462232,0.00274495,0.00332862,0.0440549,0.11007,0.0167009,0.0147676,0.00187109,0.0370925,0.00240213,0.019998,0.0189333,0.0525096,0,0
183,0.0441753,0.0200217,0.00792025,0.0342407,0.00371331,0.112697,0.0247115,0.0813493,0.0739664,0.0104274,0.0196391,0.0222014,0.0709054,0.0151922,0.00895223,0.00352825,0.0973991,0.071732,0.070934,0.00810141,0.0433922,0.0656342,0.0218651,0.056528,0.0184277,0.0619783,0.0461899,0.00274007,0.00334447,0.0440408,0.110192,0.0166852,0.0147255,0.0018972,0.0371647,0.0020298,0.0198083,0.0190872,0.0524982,0,0
184,0.0442322,0.0200798,0.00789735,0.0342296,0.00386056,0.112692,0.0246235,0.0813421,0.0739487,0.0104164,0.0196235,0.0222278,0.0709212,0.0151584,0.00893218,0.00348901,0.0973819,0.0717307,0.0709242,0.00811568,0.0434076,0.0657314,0.0219733,0.05656,0.0184155,0.0616299,0.046167,0.00272329,0.00335477,0.0440274,0.110322,0.0166722,0.0146838,0.00191766,0.0372477,0.00166207,0.0196307,0.019347,0.0524736,0,0
185,0.0442865,0.0201411,0.00787175,0.0342157,0.00398345,0.112706,0.0245491,0.0812971,0.0739323,0.010407,0.0196066,0.0222599,0.0709461,0.0151247,0.00891595,0.00345816,0.0973816,0.071709,0.0709124,0.00813374,0.0434242,0.0658387,0.0220951,0.056597,0.0184002,0.0613012,0.0461571,0.00270304,0.00335183,0.0440185,0.110449,0.0166568,0.0146482,0.00193307,0.0373267,0.00135363,0.0194727,0.0193807,0.0524521,0,0
186,0.044331,0.0202003,0.00785791,0.0341921,0.00406647,0.112731,0.0244979,0.0812536,0.0739264,0.010402,0.019592,0.022286,0.0709806,0.0150935,0.00890124,0.00343338,0.0973926,0.0716824,0.0709007,0.00815308,0.0434512,0.0659664,0.0222138,0.0566264,0.01839,0.0610259,0.0461509,0.00267736,0.00335369,0.0440148,0.110571,0.0166316,0.0146168,0.00195122,0.0374043,0.001114,0.0193694,0.0192142,0.0524287,0,0
187,0.0443737,0.020259,0.00784657,0.0341743,0.00408156,0.112756,0.024444,0.0812205,0.0739449,0.0103907,0.0195812,0.022302,0.0710229,0.0150679,0.00888687,0.00341679,0.0974007,0.0716874,0.0708929,0.0081754,0.0434755,0.0661053,0.0223454,0.056637,0.018381,0.0608202,0.0461353,0.00264939,0.00336033,0.0440125,0.110693,0.016608,0.0145851,0.0019788,0.0374666,0.000943594,0.0192963,0.0191782,0.0524109,0,0
188,0.044417,0.0203249,0.00782659,0.0341652,0.00402742,0.112773,0.0243914,0.0812112,0.0739546,0.0103747,0.0195769,0.0223072,0.0710491,0.0150427,0.00885438,0.00340763,0.0974032,0.0717038,0.0708897,0.00819618,0.0435106,0.0662355,0.0224754,0.0566333,0.0183682,0.060677,0.046107,0.00262459,0.00336186,0.0440134,0.110804,0.0165921,0.0145562,0.00200417,0.0375209,0.000837818,0.0192165,0.0192357,0.0523948,0,0
189,0.0444598,0.0203891,0.00780508,0.0341635,0.00405236,0.112785,0.0243352,0.0812153,0.0739556,0.0103577,0.0195661,0.0223165,0.0710644,0.0150205,0.00882204,0.00339091,0.0974124,0.0717234,0.0708789,0.00822822,0.0435319,0.0663423,0.0225985,0.0566161,0.018356,0.060562,0.0460678,0.00259552,0.00335153,0.044016,0.110926,0.0165683,0.014535,0.00203338,0.0375709,0.000748705,0.0191258,0.0193007,0.052391,0,0
190,0.0444992,0.0204525,0.00778915,0.0341635,0.00416868,0.112782,0.0242696,0.0812219,0.0739446,0.0103486,0.0195525,0.0223263,0.0710948,0.0149949,0.00879798,0.00337723,0.0974116,0.0717312,0.0708702,0.00826813,0.0435449,0.0664378,0.0227202,0.0565962,0.0183356,0.0604211,0.0460284,0.00256911,0.00333438,0.0440163,0.11106,0.0165302,0.0145079,0.00205974,0.0376202,0.000640139,0.0190178,0.0193466,0.0524021,0,0
191,0.0445378,0.0205158,0.00777086,0.0341566,0.00434405,0.112751,0.0241989,0.0812393,0.0739174,0.0103394,0.0195377,0.0223321,0.0710804,0.0149585,0.00877449,0.00337394,0.0974002,0.0717135,0.0708659,0.00829411,0.043564,0.0665117,0.0228201,0.0565797,0.0183039,0.0602471,0.0459883,0.00253962,0.00332072,0.044018,0.111182,0.0164957,0.0144789,0.0020946,0.0376685,0.000539939,0.0189087,0.019389,0.0524041,0,0
192,0.0445807,0.0205748,0.00775186,0.0341424,0.00440991,0.112701,0.0241413,0.0812667,0.07389,0.0103303,0.0195211,0.0223324,0.0709721,0.0149276,0.00875253,0.00337357,0.0973688,0.0716929,0.0708625,0.00832466,0.0435915,0.0665782,0.0228991,0.0565689,0.0182691,0.0600529,0.0459505,0.00251255,0.00330691,0.0440292,0.111292,0.0164638,0.0144545,0.00213969,0.0377091,0.000480229,0.0188202,0.0194211,0.0523968,0,0
193,0.04462,0.0206222,0.00773503,0.0341361,0.00453869,0.112666,0.0240867,0.0812741,0.0738578,0.0103213,0.0195054,0.0223282,0.0709333,0.0149061,0.00873276,0.0033681,0.0973299,0.0716783,0.0708677,0.00837911,0.0436117,0.0666451,0.0229544,0.056564,0.0182503,0.0598659,0.0459083,0.00248207,0.00330473,0.0440368,0.111409,0.0164379,0.0144306,0.0021798,0.0377498,0.000481973,0.0187487,0.0194388,0.0523958,0,0
194,0.0446534,0.0206573,0.0077201,0.0341452,0.004608,0.112642,0.0240454,0.0812576,0.0738299,0.0103149,0.0194967,0.0223171,0.0709846,0.0148975,0.00871573,0.00336544,0.0972911,0.0716708,0.0708666,0.00842303,0.0436191,0.0667083,0.0229862,0.0565547,0.0182507,0.0597257,0.045867,0.00245573,0.00329201,0.0440432,0.111532,0.0164176,0.0144216,0.00220903,0.0377935,0.000510861,0.0186871,0.0194644,0.0524051,0,0
195,0.0446956,0.0207028,0.00770694,0.0341393,0.00459525,0.112628,0.0240315,0.0812333,0.0738082,0.010309,0.0194909,0.0223061,0.0711003,0.0148924,0.00870569,0.00336519,0.0972773,0.0716596,0.0708547,0.00846087,0.0436322,0.0667828,0.0230223,0.0565376,0.018271,0.0596432,0.0458317,0.0024301,0.00327231,0.0440567,0.111656,0.0163987,0.0144285,0.00223374,0.037831,0.000522694,0.0186437,0.0195998,0.0524117,0,0
196,0.0447434,0.0207561,0.00769603,0.0341513,0.00453551,0.112625,0.0240646,0.0812221,0.0738132,0.0102923,0.0194737,0.0222969,0.07115,0.0148919,0.00870114,0.00336722,0.0972967,0.0716525,0.0708523,0.00848311,0.0436441,0.0668741,0.0230474,0.0565066,0.0183041,0.0596437,0.0457949,0.00239675,0.00324738,0.0440689,0.11177,0.0163788,0.0144446,0.00226211,0.0378504,0.000523073,0.0186343,0.0198889,0.0524138,0,0
197,0.044784,0.0208097,0.00768754,0.0341575,0.00445324,0.112656,0.0241134,0.0812313,0.0738371,0.0102742,0.0194641,0.0222816,0.0711337,0.0148987,0.00868647,0.00337889,0.0973494,0.0716395,0.070861,0.00851118,0.0436536,0.0669588,0.023065,0.0564561,0.018336,0.0597299,0.045769,0.00238167,0.00322673,0.0440856,0.111872,0.0163719,0.014463,0.00228324,0.0378407,0.000545978,0.0186518,0.0200334,0.0524286,0,0
198,0.0448068,0.0208618,0.00767948,0.0341524,0.00450945,0.112718,0.0241709,0.0812503,0.073882,0.0102643,0.0194659,0.0222606,0.0710983,0.014923,0.00866509,0.00339244,0.097426,0.0716442,0.0708575,0.00853907,0.0436649,0.0670332,0.0230759,0.0563914,0.0183805,0.0598833,0.045751,0.00237232,0.00321397,0.0441041,0.111959,0.0163807,0.0144907,0.00230326,0.0378064,0.000654883,0.0187019,0.0200818,0.0524473,0,0
199,0.044824,0.0209009,0.00767449,0.034144,0.00455374,0.112799,0.0242338,0.0812804,0.0739306,0.0102658,0.0194701,0.0222332,0.0711826,0.0149412,0.0086606,0.00339824,0.0975163,0.0716543,0.0708339,0.00856205,0.0436763,0.0671204,0.0230808,0.0563239,0.0184472,0.0600836,0.0457323,0.00235168,0.00320514,0.0441201,0.112024,0.0163922,0.0145241,0.00232464,0.0377444,0.000882602,0.0187695,0.0201123,0.0524718,0,0
200,0.044843,0.0209319,0.00766788,0.0341495,0.00454699,0.112893,0.0243256,0.081309,0.0739771,0.0102588,0.0194676,0.0222071,0.0712483,0.0149619,0.00867108,0.00338725,0.097604,0.0716632,0.0708084,0.00858008,0.0436911,0.0672211,0.0230864,0.0562519,0.0185238,0.060308,0.0457126,0.00234204,0.00318498,0.0441403,0.112089,0.0164058,0.0145603,0.00234101,0.0376613,0.0011928,0.0188469,0.0201433,0.0524951,0,0
201,0.0448683,0.0209626,0.00765981,0.0341556,0.00448864,0.112994,0.0244212,0.0813364,0.0740198,0.0102372,0.0194682,0.0221918,0.071272,0.0149841,0.00867989,0.0033758,0.0976878,0.0716595,0.0707751,0.00859081,0.0437053,0.0673299,0.0231081,0.0561765,0.0186014,0.060549,0.045685,0.00233468,0.00317429,0.0441655,0.11217,0.0164251,0.014595,0.00234544,0.0375957,0.00152834,0.0189298,0.0201814,0.0525227,0,0
202,0.0448974,0.0209988,0.00765163,0.0341578,0.00438055,0.113081,0.0245032,0.0813535,0.0740491,0.0102268,0.0194755,0.0221713,0.0712795,0.014999,0.00867972,0.00336007,0.0977643,0.0716557,0.0707545,0.00859894,0.043715,0.067442,0.0231277,0.0560984,0.018689,0.0607787,0.0456439,0.00234884,0.00317346,0.044192,0.112266,0.0164487,0.014624,0.00235145,0.0375534,0.00183668,0.0189965,0.02022,0.0525487,0,0
203,0.0449219,0.021046,0.00764542,0.0341731,0.00436417,0.113134,0.0245705,0.0813439,0.0740688,0.0102216,0.0194755,0.0221554,0.071307,0.0150043,0.0086745,0.00333842,0.0978191,0.0716526,0.070744,0.00860026,0.0437187,0.0675552,0.0231606,0.0560073,0.0187773,0.0609407,0.0455996,0.00235019,0.00316589,0.0442126,0.112366,0.0164764,0.0146425,0.00234709,0.0375281,0.00204337,0.0190379,0.0202686,0.0525718,0,0
204,0.0449486,0.0211027,0.00764123,0.0341909,0.00443642,0.11316,0.0246258,0.0813194,0.0740826,0.0102184,0.0194731,0.022151,0.0713445,0.0150102,0.00869324,0.00331141,0.0978651,0.0716557,0.0707248,0.00859269,0.0437211,0.067669,0.0232477,0.0559112,0.0188511,0.0610379,0.0455562,0.00234677,0.00316565,0.044232,0.112478,0.0165066,0.0146458,0.0023384,0.0375026,0.00214329,0.0190632,0.0203222,0.0525921,0,0
205,0.0449914,0.0211582,0.00762922,0.0341981,0.00459047,0.11318,0.0246581,0.0812807,0.0740783,0.0102035,0.0194704,0.0221622,0.0713749,0.0150184,0.00871649,0.00327678,0.0979033,0.0716481,0.0707045,0.00858686,0.0437387,0.06777,0.0233514,0.0558212,0.0188965,0.0610522,0.0455014,0.00234803,0.0031708,0.0442468,0.112591,0.0165279,0.0146446,0.00232561,0.0374684,0.00212982,0.0190461,0.0203644,0.0526229,0,0
206,0.0450561,0.0212115,0.00761331,0.0342002,0.0046896,0.113186,0.0246671,0.0812219,0.0740479,0.0101881,0.0194696,0.0221718,0.0713981,0.0150278,0.00872526,0.0032367,0.0979259,0.0716219,0.0706711,0.00858656,0.0437529,0.0678654,0.0234442,0.0557549,0.0189162,0.0609739,0.0454371,0.00238456,0.00318163,0.044264,0.11271,0.0165449,0.0146384,0.00230738,0.0374147,0.00199148,0.0190026,0.0204023,0.0526672,0,0
207,0.0451287,0.0212725,0.00760171,0.0342051,0.00474383,0.113192,0.0246532,0.0811565,0.0740085,0.0101784,0.0194702,0.022177,0.0714208,0.0150332,0.0087256,0.00318261,0.0979318,0.0715956,0.0706255,0.00856946,0.0437565,0.0679658,0.0235445,0.0557058,0.0189698,0.0608375,0.0453867,0.00243147,0.00318525,0.0442697,0.11285,0.0165631,0.014636,0.00229397,0.0373254,0.00180916,0.0189433,0.0204375,0.0526894,0,0
208,0.0452099,0.0213357,0.0075869,0.0342097,0.00476582,0.113206,0.0246318,0.0810842,0.0739543,0.0101771,0.019459,0.0221929,0.0714507,0.0150457,0.00872386,0.00312185,0.0979263,0.0715618,0.0705782,0.0085469,0.0437584,0.0680784,0.0236638,0.0556491,0.0190175,0.0606922,0.0453495,0.00248127,0.00318596,0.0442664,0.112999,0.0165797,0.0146328,0.00228266,0.0372972,0.00163707,0.0188735,0.0204427,0.0526958,0,0
209,0.0452951,0.0214003,0.00757501,0.0342111,0.00475865,0.113224,0.0246077,0.0810104,0.0738885,0.0101684,0.0194519,0.0222104,0.071486,0.0150575,0.00872459,0.00306941,0.0979053,0.0715244,0.0705133,0.00852097,0.0437707,0.0681997,0.0237855,0.0555772,0.0190454,0.0605657,0.0453068,0.00250039,0.00319786,0.0442648,0.113139,0.016584,0.014637,0.00226021,0.0373427,0.00149029,0.0188068,0.0203777,0.0527032,0,0
210,0.0453833,0.0214642,0.00756641,0.0342139,0.00486537,0.11323,0.024588,0.0809417,0.0738321,0.0101651,0.019459,0.0222233,0.0715156,0.0150726,0.00873912,0.00302195,0.0978828,0.0714892,0.070437,0.0085074,0.0437855,0.0683123,0.0238995,0.0555139,0.0190805,0.0604753,0.0452556,0.00252351,0.00321613,0.0442756,0.113266,0.0165807,0.0146402,0.00222668,0.0373538,0.00141055,0.0187546,0.0202787,0.0527143,0,0
211,0.045457,0.0215302,0.00756092,0.0342209,0.00495274,0.113229,0.0245774,0.0808815,0.0737712,0.0101719,0.0194638,0.0222358,0.0715469,0.0150898,0.0087507,0.0029862,0.0978728,0.0714465,0.0703597,0.00849225,0.0438046,0.0684106,0.0239812,0.0554503,0.0191377,0.0604196,0.045214,0.002553,0.00322345,0.0442885,0.113379,0.0165755,0.0146432,0.00219512,0.0373296,0.00139336,0.0187044,0.0203327,0.0527216,0,0
212,0.0455194,0.0215894,0.00756962,0.0342195,0.00498918,0.113224,0.0245768,0.080822,0.0737151,0.0101677,0.0194675,0.0222518,0.0715822,0.0151096,0.00876614,0.00294348,0.0978704,0.0714024,0.0702955,0.00846258,0.043819,0.0684885,0.0240559,0.0553878,0.0192006,0.0603851,0.0451773,0.00260126,0.00323576,0.0442934,0.113484,0.0165736,0.0146688,0.00216869,0.0373174,0.00139677,0.0186519,0.0202157,0.0527205,0,0
213,0.0455827,0.0216341,0.00758278,0.0342199,0.00497464,0.113223,0.0245849,0.0807924,0.0736782,0.010122,0.0194714,0.0222709,0.0716264,0.0151372,0.00878009,0.00289523,0.0978738,0.0713706,0.0702454,0.00843504,0.0438391,0.0685458,0.0241305,0.0553305,0.0192466,0.0603344,0.0451422,0.00265185,0.00324819,0.0442986,0.113585,0.0165751,0.0147237,0.00214761,0.0373271,0.0013965,0.018605,0.0201347,0.0527068,0,0
214,0.0456465,0.0216861,0.00758712,0.0342264,0.00496636,0.11322,0.0245914,0.0808063,0.0736539,0.0100537,0.019478,0.0222841,0.0716775,0.0151555,0.00880354,0.0028553,0.0978676,0.0713455,0.0702076,0.00840626,0.0438684,0.0686138,0.0242007,0.0552964,0.019294,0.0602389,0.0451183,0.0026703,0.00325092,0.0443014,0.113695,0.0165691,0.0147504,0.00213196,0.0373531,0.00137064,0.0185548,0.0201222,0.0526912,0,0
215,0.0457194,0.0217451,0.00759074,0.0342356,0.00499822,0.11321,0.0245807,0.0807897,0.0736319,0.0101209,0.0194836,0.0222978,0.0717165,0.0151667,0.0088295,0.00282229,0.0978445,0.071325,0.0701807,0.00838354,0.043891,0.068706,0.0242797,0.0552864,0.0193515,0.0600831,0.0451137,0.00266748,0.00325085,0.0443065,0.113818,0.0165658,0.014749,0.00211046,0.0373922,0.00125879,0.0184817,0.0201274,0.0526586,0,0
216,0.0458013,0.0218127,0.00760104,0.0342457,0.00505105,0.113198,0.0245847,0.0806881,0.0735943,0.0101738,0.0194881,0.0223057,0.0717553,0.0151861,0.0088417,0.00279042,0.0978165,0.0713065,0.0701472,0.00837072,0.0439053,0.0688066,0.0243394,0.0552965,0.0193922,0.059896,0.0451062,0.00268666,0.00324701,0.0443111,0.11395,0.0165625,0.0147298,0.00209159,0.0374566,0.00108844,0.0184136,0.0201198,0.0526399,0,0
217,0.0458934,0.0218963,0.00760344,0.0342599,0.0050904,0.113187,0.0245988,0.0805253,0.0735521,0.0101849,0.0194905,0.0223186,0.071804,0.015213,0.0088555,0.00275385,0.0977794,0.0712932,0.0701178,0.00837811,0.0439197,0.0689034,0.0244022,0.0553097,0.0194215,0.0597011,0.0450797,0.00272511,0.00324237,0.0443267,0.114092,0.0165575,0.0146927,0.00207597,0.0375364,0.000909951,0.0183407,0.0200999,0.0526329,0,0
218,0.0460033,0.021984,0.00759226,0.0342786,0.00512467,0.11318,0.024632,0.0805225,0.0735086,0.0101743,0.0194956,0.0223438,0.0718566,0.0152263,0.00886816,0.00272191,0.0977483,0.0712802,0.0700872,0.00837346,0.0439368,0.0690007,0.0244243,0.0553183,0.0194402,0.0595171,0.0450549,0.00276238,0.00324682,0.0443379,0.114239,0.0165529,0.014656,0.00206484,0.0376024,0.000781435,0.0182653,0.0200627,0.0526245,0,0
219,0.0461151,0.0220585,0.00758079,0.0342918,0.00519088,0.113186,0.0246783,0.0805511,0.0734594,0.0101707,0.0194944,0.0223748,0.0719077,0.0152318,0.00887282,0.0026971,0.097719,0.0712608,0.0700517,0.00835119,0.0439534,0.0691034,0.0243906,0.0553036,0.0194433,0.0593616,0.0450264,0.00279548,0.00325273,0.0443541,0.11439,0.0165541,0.0146758,0.00205433,0.0376652,0.000739036,0.0181737,0.0200224,0.0526272,0,0
220,0.0462201,0.0221226,0.00757542,0.0343016,0.00521862,0.11319,0.0247398,0.0805653,0.0733978,0.0101606,0.0194862,0.022386,0.0719529,0.0152453,0.0088784,0.00267644,0.0976867,0.0712382,0.0700247,0.00833009,0.0439778,0.0692153,0.0243184,0.0552582,0.01944,0.0592243,0.0449896,0.00282787,0.00324836,0.0443733,0.114542,0.0165666,0.0146884,0.00203863,0.0377057,0.000777575,0.0180899,0.0199832,0.0526277,0,0
221,0.0463244,0.022185,0.00756819,0.0343199,0.00514789,0.113176,0.0248406,0.0805586,0.073328,0.0101267,0.019478,0.0223966,0.0719892,0.0152747,0.00888252,0.00265462,0.0976577,0.0712233,0.0699936,0.00831296,0.0440178,0.0693342,0.0241986,0.0551987,0.0194489,0.0590935,0.0449444,0.00286738,0.00323579,0.0443948,0.114708,0.0165872,0.0146964,0.00202189,0.0377048,0.000851158,0.0180238,0.0199309,0.0526257,0,0
222,0.046426,0.0222422,0.00755535,0.034343,0.00497188,0.113149,0.0250018,0.0805207,0.0732494,0.0100825,0.0194645,0.0224157,0.0720357,0.015294,0.00889164,0.00263048,0.0976338,0.0711996,0.0699437,0.00829527,0.0440552,0.0694577,0.0240643,0.0551454,0.0194784,0.0589746,0.0448955,0.00290468,0.00322401,0.0444245,0.114901,0.0165994,0.0147071,0.00199936,0.037662,0.000944633,0.0179576,0.019873,0.0526333,0,0
223,0.0465187,0.0222994,0.00754115,0.0343562,0.00479293,0.113107,0.0252295,0.0804639,0.0731644,0.010072,0.0194489,0.022424,0.0721151,0.015313,0.00890684,0.00260566,0.0976228,0.071162,0.0698849,0.0082926,0.0440833,0.0695974,0.0239328,0.0550954,0.0195376,0.0588779,0.0448533,0.00294522,0.00321202,0.0444472,0.115124,0.0166057,0.0147259,0.00197059,0.0376308,0.00103479,0.0178966,0.0198009,0.0526793,0,0
224,0.0466079,0.0223531,0.00752198,0.0343682,0.00474022,0.113065,0.0255107,0.0804043,0.0730781,0.0100361,0.0194302,0.0224178,0.0721913,0.0153339,0.00892753,0.00258333,0.097607,0.0711064,0.0698215,0.00828314,0.0440991,0.0697471,0.0237932,0.0550215,0.0196404,0.0587978,0.0448224,0.00298313,0.00319818,0.0444697,0.115351,0.0166194,0.0147596,0.00194846,0.0376076,0.00110706,0.0178585,0.0197403,0.0527251,0,0
225,0.0467106,0.02242,0.00750296,0.0343853,0.00471268,0.113025,0.0258182,0.080354,0.0729869,0.0100433,0.019421,0.0224322,0.0722036,0.0153627,0.00895442,0.00256774,0.0975844,0.0710441,0.0697537,0.00826231,0.0441113,0.0699051,0.0236361,0.0549424,0.0197591,0.0587371,0.0447911,0.00300796,0.00317809,0.0444997,0.115582,0.0166298,0.0147991,0.00192906,0.0375955,0.00117065,0.017823,0.019814,0.0527757,0,0
226,0.0468346,0.0225114,0.00749006,0.0343982,0.00467414,0.113001,0.0261489,0.0802988,0.0729056,0.0100241,0.0194185,0.0224469,0.0721317,0.015405,0.00899359,0.0025533,0.0975654,0.0709882,0.0696825,0.00824011,0.0441257,0.0700769,0.023457,0.0548755,0.0198942,0.0586808,0.0447619,0.00304349,0.00315857,0.0445334,0.115837,0.0166413,0.0148408,0.00189235,0.0375979,0.00122268,0.0177869,0.0200728,0.0528534,0,0
227,0.0469756,0.0226097,0.00748575,0.0344046,0.00466985,0.112998,0.0264947,0.0802398,0.0728454,0.0100583,0.0194264,0.0224582,0.0721642,0.0154545,0.00903137,0.00253687,0.0975523,0.0709449,0.0696044,0.00822845,0.0441357,0.070265,0.0232776,0.0548215,0.0200427,0.0586313,0.0447247,0.00310425,0.00313238,0.0445665,0.116101,0.0166552,0.0148949,0.00185212,0.0375917,0.00126809,0.0177576,0.0201849,0.052946,0,0
228,0.047119,0.0227046,0.00748677,0.0344068,0.00465486,0.113007,0.0268828,0.0801754,0.0727862,0.0100651,0.0194358,0.0224563,0.0722688,0.0155008,0.00906378,0.00251579,0.0975562,0.0708993,0.0695377,0.00820084,0.0441444,0.0704489,0.0231095,0.0547666,0.0202157,0.0585909,0.0446479,0.00316837,0.00311802,0.0445901,0.116349,0.0166695,0.0149481,0.00181945,0.0375876,0.0012941,0.017728,0.0202029,0.0530003,0,0
229,0.047246,0.0227876,0.00749063,0.0343982,0.00470695,0.113022,0.0272874,0.0801072,0.0727254,0.0100344,0.0194462,0.0224434,0.0723896,0.015539,0.0091072,0.00249292,0.097573,0.0708546,0.069483,0.00815945,0.0441527,0.0706172,0.0229554,0.0547031,0.0204278,0.0585604,0.0445206,0.00321843,0.00311375,0.0446147,0.116583,0.0166816,0.0150059,0.00178463,0.0375937,0.00131075,0.0176953,0.0202302,0.0530064,0,0
230,0.0473444,0.0228573,0.00749854,0.0343908,0.00480055,0.113056,0.0276927,0.0800215,0.0726766,0.0099747,0.0194554,0.0224282,0.072506,0.0155776,0.00915256,0.00246221,0.0976137,0.0708251,0.069443,0.00811308,0.0441547,0.0707761,0.0228291,0.0546296,0.0206646,0.0585509,0.0444751,0.00326613,0.00311028,0.0446425,0.116791,0.0166954,0.0150611,0.00175711,0.0376015,0.00133062,0.0176605,0.0202611,0.053117,0,0
231,0.0474047,0.0229222,0.00750608,0.0343857,0.00488197,0.113101,0.0280964,0.079932,0.0726518,0.0100045,0.019473,0.0224097,0.072611,0.0156148,0.00919667,0.00243472,0.0976564,0.0707881,0.0694168,0.00806854,0.0441466,0.0709396,0.0227314,0.0545614,0.0208964,0.0585591,0.0445173,0.00332535,0.00310327,0.0446725,0.116963,0.0167132,0.0151,0.00172315,0.0375922,0.00133635,0.0176181,0.0202569,0.0533355,0,0
232,0.0474527,0.0229695,0.00752571,0.0344148,0.00495992,0.113137,0.0284627,0.0798576,0.0726332,0.0100196,0.0195061,0.022397,0.0727078,0.0156506,0.00923819,0.00239836,0.0976854,0.0707577,0.0694061,0.00801676,0.0441377,0.0710937,0.0226701,0.0544885,0.0211136,0.0585747,0.0445244,0.0033817,0.00311254,0.0447045,0.117119,0.0167318,0.0151308,0.00168301,0.0375895,0.00133959,0.0175996,0.0201371,0.0534595,0,0
233,0.0474907,0.0229958,0.00754835,0.0344476,0.00502873,0.113167,0.028766,0.0798103,0.0726141,0.0100468,0.0195393,0.022376,0.0728455,0.0156862,0.00928619,0.00235847,0.0977123,0.0707373,0.0693884,0.00796611,0.0441327,0.0712324,0.0226373,0.0544103,0.0213326,0.0586052,0.0444871,0.00342344,0.00314208,0.0447424,0.117269,0.0167591,0.0151513,0.00163541,0.0375834,0.0013277,0.017597,0.0199024,0.0535172,0,0
234,0.0475198,0.0230063,0.00757274,0.0344792,0.00510816,0.113192,0.0290071,0.0797954,0.072605,0.0100119,0.019571,0.0223517,0.0730406,0.0157187,0.00933624,0.0023241,0.0977377,0.0707126,0.0693496,0.00789476,0.0441211,0.0713459,0.0226184,0.0543362,0.0215137,0.0586553,0.0444287,0.00348015,0.00318306,0.0447857,0.117405,0.0168013,0.0151749,0.00158833,0.0375665,0.00128873,0.0176061,0.0198096,0.053568,0,0
