Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10,x39,x40
122,0.0403543,0.0146017,0.0079967,0.0353644,0.000928443,0.108729,0.0205546,0.082208,0.0731381,0.010326,0.0201045,0.0216692,0.0674376,0.0162621,0.00928226,0.00447263,0.0956902,0.0731238,0.0726958,0.0074583,0.0425777,0.0618767,0.019774,0.0583472,0.0175997,0.0641192,0.0486514,0.00429316,0.00449305,0.0454474,0.103481,0.01939,0.0161344,0.00118177,0.035716,0.0034077,0.0208777,0.0154798,0.0526966,0,0
123,0.0404524,0.0146865,0.00801041,0.0353627,0.00096232,0.108759,0.0205281,0.0822112,0.073139,0.0103361,0.0201171,0.0216711,0.0675036,0.0162585,0.00930675,0.00445436,0.0957005,0.0731024,0.0726857,0.00746649,0.0426049,0.0619419,0.0198788,0.0582792,0.0176276,0.0641786,0.0485782,0.00429484,0.00447657,0.0454349,0.103566,0.0193479,0.0161352,0.00119038,0.0356761,0.00346052,0.0209004,0.0154192,0.0526722,0,0
124,0.0405502,0.0147659,0.0080217,0.0353592,0.00103106,0.108785,0.020512,0.082203,0.0731239,0.0103464,0.0201277,0.021683,0.0675821,0.016246,0.00932231,0.00443921,0.0957116,0.073081,0.0726818,0.00747075,0.04263,0.0620076,0.0199879,0.0582068,0.0176506,0.0642352,0.04846,0.00428107,0.00446817,0.0454254,0.103632,0.0193014,0.0161302,0.0011959,0.0356421,0.0035032,0.0209177,0.0154913,0.0526622,0,0
125,0.0406381,0.0148561,0.00804034,0.0353576,0.00109703,0.108804,0.0205079,0.0821877,0.0730948,0.0103586,0.0201303,0.0216915,0.0676625,0.0162381,0.00932758,0.00443036,0.0957274,0.073065,0.0726722,0.00746322,0.0426471,0.0620642,0.0200997,0.058141,0.0176696,0.0642848,0.0484066,0.00426431,0.00445097,0.0454231,0.103688,0.0192511,0.0161286,0.00120196,0.0356103,0.00353915,0.0209379,0.0154101,0.0526643,0,0
126,0.0407211,0.0149469,0.00805324,0.0353585,0.00115023,0.108831,0.0205112,0.0821743,0.0730926,0.0103698,0.0201421,0.0217006,0.0677308,0.0162365,0.00933613,0.0044171,0.0957412,0.0730543,0.0726497,0.00746733,0.0426621,0.0621045,0.0202032,0.0580819,0.0176887,0.0643299,0.0483998,0.00426202,0.00442898,0.0454226,0.103744,0.0191912,0.0161242,0.0012048,0.0355781,0.00355294,0.0209519,0.0153779,0.0526888,0,0
127,0.0408092,0.0150263,0.0080674,0.0353529,0.0012305,0.108876,0.0205412,0.082165,0.0731114,0.0103835,0.020151,0.0217097,0.0677876,0.0162271,0.00934369,0.00440595,0.0957632,0.0730405,0.0726299,0.00747649,0.0426851,0.0621298,0.0202667,0.0580318,0.0177075,0.0643691,0.0483651,0.00426705,0.00440383,0.0454117,0.103801,0.019128,0.0161123,0.00121633,0.0355506,0.00356102,0.0209463,0.0154802,0.0527273,0,0
128,0.0408907,0.0150973,0.00807885,0.0353445,0.00131426,0.108935,0.020568,0.0821642,0.0731345,0.0103969,0.0201495,0.0217239,0.0678397,0.0162113,0.0093487,0.00439955,0.0957921,0.0730208,0.0726081,0.00747447,0.0427139,0.0621444,0.0203407,0.0579974,0.0177152,0.0644026,0.0483785,0.00424711,0.00437433,0.0454009,0.103861,0.0190655,0.0161069,0.0012288,0.0355406,0.00355297,0.0209541,0.0157358,0.0527388,0,0
129,0.0409835,0.0151785,0.00809343,0.0353287,0.00137534,0.109009,0.0206169,0.0821752,0.0731521,0.0104041,0.0201526,0.0217361,0.0678833,0.0161924,0.0093616,0.004393,0.0958373,0.0730153,0.0725858,0.00747188,0.0427392,0.0621494,0.0204276,0.0579702,0.0177286,0.0644324,0.0483649,0.00419317,0.00434262,0.0453863,0.103933,0.0190047,0.0161067,0.00123415,0.0355395,0.00353547,0.0209668,0.0158754,0.0527323,0,0
130,0.041077,0.0152689,0.00810497,0.0353053,0.0013267,0.109086,0.0207102,0.0821786,0.0731813,0.0104174,0.0201535,0.0217459,0.0679389,0.0161746,0.00937954,0.00438254,0.0958858,0.0729983,0.0725533,0.00748063,0.0427659,0.0621645,0.0204762,0.0579306,0.0177546,0.0644443,0.0483215,0.0041716,0.00431277,0.0453626,0.104018,0.018941,0.016108,0.00123523,0.0355414,0.0035262,0.0209627,0.0159159,0.0527228,0,0
131,0.0411684,0.0153715,0.0081067,0.0352881,0.00122899,0.109166,0.020853,0.0821642,0.0732241,0.0104252,0.020128,0.0217707,0.0680154,0.0161596,0.00939335,0.00437494,0.0959412,0.0729741,0.0725067,0.00748724,0.0427944,0.0621939,0.0204519,0.0578737,0.0177869,0.0644306,0.0482547,0.00416705,0.00429067,0.0453358,0.104108,0.0188787,0.0161057,0.00125067,0.0355329,0.00350945,0.0209432,0.0159432,0.05272,0,0
132,0.0412572,0.0154762,0.00811124,0.0352667,0.00139871,0.109262,0.0210155,0.082132,0.073249,0.0104292,0.0201149,0.0217897,0.0681079,0.0161528,0.00940003,0.00436709,0.0960057,0.0729441,0.0724672,0.00747802,0.0428121,0.0622312,0.0203737,0.0578002,0.0178232,0.0643943,0.0481856,0.00415743,0.00426931,0.0453071,0.104203,0.0188145,0.0161014,0.00126178,0.0355083,0.00349267,0.0209055,0.0159824,0.052722,0,0
133,0.0413402,0.0155878,0.00812838,0.0352494,0.00154141,0.109372,0.021203,0.0820835,0.0732303,0.0104361,0.0201042,0.02181,0.068207,0.0161444,0.00941199,0.00435774,0.0960724,0.0729248,0.0724212,0.00747518,0.0428268,0.0622735,0.0204303,0.0577247,0.0178683,0.0643543,0.0481175,0.00415036,0.0042321,0.0452734,0.104307,0.01875,0.0160945,0.0012617,0.0354673,0.00346418,0.0208612,0.016033,0.0527142,0,0
134,0.0414299,0.0157038,0.00813947,0.0352149,0.00161043,0.109488,0.0214327,0.0820361,0.0732463,0.0104489,0.0200907,0.0218204,0.0683247,0.016141,0.00942757,0.00434471,0.0961339,0.0729175,0.072375,0.00746622,0.042842,0.0623044,0.0204562,0.0576374,0.0179321,0.0643014,0.0480388,0.00414036,0.00419424,0.0452373,0.104415,0.0186908,0.0160876,0.00124489,0.0354162,0.00340323,0.0208262,0.0161048,0.052715,0,0
135,0.0415263,0.0158288,0.00813886,0.0352075,0.00165416,0.10962,0.0216707,0.08198,0.0732848,0.0104635,0.0200857,0.0218259,0.0684548,0.0161614,0.00944428,0.00433539,0.0962049,0.0729035,0.0723401,0.00745556,0.0428591,0.0623192,0.0204155,0.0575355,0.0180049,0.0642451,0.0479493,0.00413027,0.00417657,0.0452054,0.104537,0.018638,0.0160847,0.00123712,0.0353699,0.00333362,0.0207819,0.0161718,0.0527172,0,0
136,0.0416269,0.0159623,0.00813941,0.0351904,0.00171173,0.109757,0.0219108,0.0819318,0.0733296,0.0104755,0.0200814,0.0218319,0.0685985,0.0161838,0.00945446,0.00431971,0.0962953,0.0728924,0.0723089,0.00744511,0.0428721,0.0623292,0.0203542,0.0574405,0.0180728,0.064191,0.0478249,0.00412861,0.00415456,0.0451702,0.104666,0.0185938,0.016084,0.00125587,0.0353295,0.0032753,0.0207253,0.0162439,0.0527257,0,0
137,0.041732,0.0161027,0.00814919,0.035156,0.00177353,0.109895,0.0221624,0.0818897,0.0733851,0.0104889,0.0200767,0.0218382,0.0687378,0.0161984,0.00947226,0.00430333,0.0963925,0.072886,0.0722686,0.00743266,0.0428834,0.0623623,0.0203016,0.0573539,0.0181327,0.0641505,0.0476598,0.00412762,0.00413276,0.0451341,0.104779,0.0185531,0.0160781,0.00125847,0.0352943,0.0032257,0.0206713,0.0163254,0.0527448,0,0
138,0.0418372,0.0162527,0.00815713,0.0351183,0.00181238,0.110039,0.0224422,0.0818359,0.0734522,0.0104929,0.0200682,0.021843,0.0688804,0.0162079,0.00948659,0.00428699,0.0964885,0.0728692,0.0722195,0.00742219,0.0428946,0.0624174,0.0202324,0.0572773,0.0181951,0.0641185,0.0475483,0.00414611,0.00411796,0.0450901,0.104874,0.0185082,0.0160833,0.00124473,0.035256,0.00318361,0.0206157,0.0163914,0.0527784,0,0
139,0.0419398,0.0164028,0.00816561,0.0351148,0.00183969,0.110193,0.0227368,0.0818068,0.0735404,0.0105033,0.0200719,0.021856,0.069016,0.0162208,0.00949891,0.0042685,0.0965836,0.0728354,0.0721711,0.00740117,0.0428981,0.0624786,0.0201445,0.0572051,0.0182951,0.0641,0.0474989,0.00417875,0.00410233,0.0450384,0.104977,0.0184722,0.0160859,0.00125158,0.0352162,0.00316072,0.0205766,0.0164526,0.0527939,0,0
140,0.0420196,0.016543,0.00817771,0.0351127,0.00187445,0.110355,0.0230302,0.0818149,0.073604,0.0105146,0.0200883,0.0218688,0.0691447,0.0162341,0.00951655,0.00425325,0.0966802,0.0727814,0.0721214,0.00738139,0.0429039,0.0625374,0.0200551,0.0571349,0.0184098,0.0641091,0.0474742,0.00418292,0.00409907,0.0449879,0.105085,0.0184356,0.0160952,0.00124427,0.0351814,0.00317274,0.0205647,0.0165135,0.0527934,0,0
141,0.0420795,0.016662,0.00818997,0.0351005,0.00189496,0.110526,0.0233149,0.0818206,0.0736506,0.0105048,0.0200771,0.0218807,0.0692708,0.0162378,0.00954413,0.00423885,0.0967689,0.072722,0.0720537,0.00735447,0.0429128,0.0625743,0.0199687,0.0570541,0.0185129,0.0641583,0.0473632,0.00417243,0.00410747,0.0449414,0.105182,0.0183963,0.0160937,0.00123692,0.0351465,0.0032393,0.0205741,0.0165708,0.0527823,0,0
142,0.0421372,0.0167614,0.00820214,0.0350826,0.00191066,0.110717,0.0236125,0.0818083,0.0737244,0.0104769,0.020068,0.0218934,0.0693958,0.0162445,0.00957027,0.00423104,0.0968693,0.0726715,0.0719697,0.00732715,0.0429285,0.0625936,0.0198325,0.056968,0.0186281,0.0642603,0.0472634,0.00416853,0.00411242,0.0449108,0.105278,0.0183589,0.0160867,0.00124894,0.0351231,0.0033869,0.0206121,0.0166466,0.0527909,0,0
143,0.0421847,0.0168698,0.00822036,0.0350651,0.001939,0.110915,0.0239029,0.0817924,0.0738222,0.0105302,0.020069,0.0219052,0.0695097,0.0162469,0.00960078,0.00422322,0.0969764,0.0726312,0.0718773,0.00731073,0.0429375,0.0626197,0.019599,0.05689,0.0187447,0.0644299,0.0471946,0.00416588,0.00410882,0.0448857,0.105362,0.018325,0.0160847,0.0012772,0.0351208,0.00361666,0.0206959,0.0167324,0.0527955,0,0
144,0.0422121,0.0169689,0.00824315,0.0350537,0.00197214,0.111117,0.0241984,0.08177,0.073929,0.0105598,0.0200739,0.0219028,0.0696104,0.0162459,0.00962873,0.00421468,0.0970818,0.0725899,0.0717847,0.00729096,0.0429468,0.0626504,0.0194524,0.0568249,0.0188495,0.0646773,0.0471555,0.00416669,0.00409395,0.0448612,0.10543,0.0182937,0.0160966,0.00131041,0.0350791,0.00394498,0.020837,0.0168086,0.0527892,0,0
145,0.0422313,0.0170565,0.00826964,0.035046,0.0020119,0.111327,0.0244759,0.081752,0.0740342,0.0105606,0.0200763,0.0219037,0.0696982,0.0162512,0.00965131,0.00421237,0.0971814,0.0725365,0.0716998,0.00727511,0.0429627,0.0626849,0.0193407,0.056764,0.0189462,0.065005,0.0471258,0.00414737,0.00408368,0.0448352,0.105494,0.0182666,0.0161169,0.0013275,0.0350208,0.0043717,0.0210167,0.0168625,0.0527711,0,0
146,0.0422481,0.0171389,0.00829527,0.0350337,0.00204062,0.111558,0.0247249,0.0817494,0.0741444,0.0106078,0.0200831,0.021914,0.0697831,0.0162523,0.0096796,0.00421766,0.0972813,0.0724892,0.0716198,0.00726855,0.0429878,0.0627277,0.0192033,0.0567042,0.0190172,0.0654043,0.0471135,0.00411814,0.00409424,0.0448181,0.105542,0.0182367,0.0161319,0.00134955,0.0349648,0.00488716,0.0212492,0.0168684,0.0527433,0,0
147,0.0422639,0.0172234,0.00832014,0.0350254,0.00206548,0.111789,0.0249439,0.0817359,0.0742545,0.0106451,0.0200911,0.021923,0.0698715,0.0162665,0.00970984,0.00422495,0.0973835,0.0724467,0.0715431,0.00725469,0.043016,0.0627693,0.0190924,0.0566485,0.0190991,0.0658662,0.0471322,0.00410254,0.00410349,0.044808,0.105599,0.0182047,0.0161442,0.00137736,0.0349175,0.00547355,0.0215417,0.0168359,0.0527309,0,0
148,0.0422803,0.0173116,0.00835129,0.0350156,0.00210107,0.112001,0.0251408,0.0817291,0.0743729,0.0106626,0.0201045,0.0219228,0.0699496,0.0162952,0.00975429,0.00423558,0.097488,0.072398,0.0714665,0.00723812,0.0430394,0.0628058,0.0190299,0.056594,0.0192126,0.0663767,0.04718,0.00409359,0.00410128,0.044798,0.105668,0.0181781,0.016152,0.00140025,0.0348808,0.00611344,0.0218644,0.0169595,0.0527239,0,0
149,0.0422999,0.0173974,0.00838251,0.035001,0.00213185,0.112203,0.0253221,0.0817395,0.0744822,0.010677,0.0201174,0.0219245,0.070026,0.0163058,0.00978829,0.00423956,0.0975918,0.0723652,0.0713949,0.00723148,0.043063,0.0628406,0.0189948,0.0565395,0.0193173,0.0669086,0.0472014,0.00409131,0.00409013,0.0447874,0.105728,0.0181482,0.016162,0.00143013,0.0348553,0.00676917,0.0222123,0.0169111,0.052723,0,0
150,0.0423129,0.0174714,0.00840688,0.0349938,0.00215661,0.112398,0.0254873,0.081772,0.0745684,0.0106978,0.020125,0.0219259,0.0701031,0.0163153,0.00981066,0.00424172,0.0976959,0.0723255,0.0713328,0.00723438,0.0430816,0.0628712,0.018988,0.0564869,0.0194036,0.0674417,0.0472058,0.0040807,0.00408051,0.0447803,0.105776,0.0181095,0.0161781,0.00146338,0.0348328,0.00741937,0.0225716,0.0169207,0.0527157,0,0
151,0.0423095,0.0175403,0.0084239,0.0349853,0.00217674,0.112589,0.0256566,0.0818071,0.0746607,0.0107227,0.020132,0.021933,0.0701837,0.0163288,0.00983335,0.00424938,0.0978096,0.0722965,0.0712792,0.00723653,0.0430862,0.0628933,0.0189753,0.0564381,0.0194631,0.067968,0.0472043,0.00405579,0.00407451,0.0447822,0.105819,0.018069,0.0161892,0.00150215,0.0348222,0.00804637,0.0229566,0.0170764,0.0526926,0,0
152,0.0423001,0.0176058,0.00844764,0.034972,0.00219288,0.112771,0.0258163,0.0818382,0.0747595,0.0107455,0.0201425,0.0219368,0.0702439,0.0163296,0.0098517,0.00426068,0.0979212,0.0722721,0.0712311,0.00723108,0.0430972,0.062917,0.0189694,0.0563954,0.0195177,0.0684802,0.0472022,0.004034,0.00406152,0.044781,0.105863,0.0180346,0.0161902,0.00152246,0.0348236,0.00864807,0.0233548,0.0173586,0.0526655,0,0
153,0.0423042,0.0176723,0.0084679,0.0349529,0.00222241,0.112942,0.0259537,0.0818716,0.0748414,0.0107561,0.0201561,0.0219318,0.0702885,0.0163116,0.00986345,0.00426907,0.0980183,0.0722585,0.0711872,0.00723716,0.0431145,0.0629667,0.0190172,0.0563583,0.0195637,0.0689667,0.0472093,0.00400889,0.00405107,0.0447845,0.105913,0.0179994,0.0161987,0.00153979,0.0348371,0.00920993,0.0237436,0.0175063,0.0526442,0,0
154,0.0423089,0.0177397,0.00848275,0.0349337,0.00224175,0.113101,0.0260644,0.0818998,0.0749141,0.0107709,0.020161,0.021924,0.070333,0.0162882,0.00986499,0.0042744,0.0980878,0.0722527,0.0711487,0.00725357,0.0431281,0.0630438,0.0191603,0.0563337,0.0195986,0.0694131,0.0472218,0.00398169,0.00404406,0.0447761,0.105972,0.0179583,0.016206,0.00157079,0.0348653,0.00973405,0.0241074,0.0175664,0.0526352,0,0
155,0.0423248,0.0178043,0.00849567,0.0349179,0.00226819,0.113245,0.0261491,0.0819187,0.0749877,0.010774,0.0201602,0.021913,0.0703786,0.0162629,0.00985669,0.00428348,0.0981502,0.0722604,0.071108,0.00726683,0.0431339,0.0631273,0.0192558,0.0563145,0.0196247,0.069815,0.047231,0.00393617,0.00402119,0.0447566,0.106045,0.0179157,0.0162038,0.00159611,0.0348967,0.0102078,0.0244234,0.0176312,0.0526267,0,0
156,0.0423589,0.0178723,0.00850941,0.0349183,0.00229066,0.113373,0.0262021,0.0819213,0.0750521,0.0107735,0.0201584,0.0218944,0.0704223,0.0162347,0.00984529,0.00429239,0.0982159,0.0722589,0.0710675,0.00728204,0.0431411,0.0631994,0.0193003,0.0562978,0.0196409,0.0701658,0.0472335,0.00390381,0.00399048,0.0447405,0.106139,0.0178754,0.0161915,0.00161649,0.0348876,0.0106205,0.0247062,0.0177099,0.0526168,0,0
157,0.042397,0.017946,0.00851675,0.0349178,0.00231164,0.113486,0.0262448,0.0819116,0.0750963,0.0107757,0.020158,0.0218867,0.0704673,0.0162052,0.00983608,0.00429275,0.098274,0.0722391,0.0710228,0.00731635,0.0431493,0.0632563,0.0193367,0.056282,0.019635,0.0704574,0.04724,0.00387044,0.00396106,0.044729,0.106242,0.0178267,0.0161768,0.00164577,0.034849,0.0109727,0.0249774,0.0177877,0.0526034,0,0
158,0.042434,0.0180247,0.00851923,0.0349058,0.0023362,0.113571,0.026278,0.0818945,0.0751177,0.0107904,0.0201505,0.0219031,0.0705086,0.0161712,0.00982723,0.00429191,0.0983279,0.0722244,0.0709865,0.00734663,0.0431572,0.0633176,0.0194033,0.0562693,0.0195966,0.0706837,0.0472433,0.00383593,0.00393562,0.0447189,0.106347,0.0177772,0.0161429,0.00166802,0.034907,0.0112439,0.0252138,0.0178672,0.05259,0,0
159,0.0424823,0.0181038,0.00851542,0.0348805,0.00236138,0.113632,0.0262995,0.081891,0.0751342,0.0107978,0.0201305,0.0219065,0.0705406,0.0161278,0.00982085,0.00429288,0.0983602,0.0722148,0.070963,0.00737753,0.043155,0.063391,0.0194551,0.05625,0.0195763,0.070838,0.0472294,0.00382496,0.00390106,0.0447009,0.106459,0.0177274,0.0160949,0.00167962,0.0349783,0.0114127,0.0254073,0.0179313,0.0525939,0,0
160,0.0425417,0.0181965,0.00850592,0.0348506,0.00237902,0.113681,0.026302,0.081882,0.0751411,0.010792,0.020116,0.0219146,0.0705669,0.0160937,0.00979882,0.00428969,0.0983738,0.0722095,0.0709403,0.00741376,0.0431622,0.0634732,0.0195244,0.0562277,0.0195355,0.0709022,0.0472088,0.00377736,0.00385631,0.0446857,0.106585,0.0176777,0.0160622,0.0016891,0.0350342,0.0114923,0.0255391,0.0179874,0.0525992,0,0
161,0.0426018,0.0182998,0.00849149,0.0348228,0.00240094,0.113712,0.0262817,0.0818673,0.0751423,0.0107866,0.0201001,0.0219138,0.0705805,0.0160681,0.00977038,0.00428497,0.0983744,0.0722048,0.0709211,0.00746604,0.043179,0.0635573,0.0196161,0.0562171,0.0194741,0.070867,0.0471973,0.00369078,0.00381441,0.0446727,0.106725,0.0176199,0.0160155,0.00169164,0.0350446,0.0114722,0.0255813,0.0180617,0.0525955,0,0
162,0.0426608,0.0183883,0.00847513,0.0347891,0.0024318,0.113711,0.0262329,0.0818473,0.0751376,0.0107742,0.02008,0.0219164,0.0705905,0.0160273,0.00973678,0.00427276,0.0983571,0.0722034,0.0709142,0.00750422,0.0431906,0.0636526,0.0196655,0.0562206,0.0194057,0.070724,0.0471868,0.00361072,0.00376189,0.0446549,0.10689,0.0175655,0.0159495,0.00169416,0.0350488,0.0113301,0.0255448,0.0181555,0.0525848,0,0
163,0.0427281,0.0184621,0.00845158,0.0347371,0.00245059,0.113678,0.0261767,0.0818086,0.0751111,0.01076,0.0200594,0.0219211,0.0705985,0.0159788,0.00969699,0.00425716,0.0983126,0.0721952,0.0709225,0.00754938,0.0432018,0.0637574,0.0196731,0.056239,0.0193305,0.070463,0.0471664,0.003544,0.00370972,0.0446302,0.107074,0.0175155,0.0159155,0.00169117,0.0351351,0.0110255,0.0254159,0.0182554,0.052572,0,0
164,0.0428129,0.01854,0.00841991,0.0347189,0.00247703,0.113618,0.0261099,0.0817478,0.0750591,0.0107459,0.020049,0.0219233,0.070607,0.0159191,0.0096429,0.00423123,0.09825,0.0721684,0.0709248,0.00759803,0.0432112,0.0638743,0.0197545,0.0562628,0.0192365,0.0700719,0.0471305,0.00347968,0.00366098,0.0445984,0.10726,0.0174512,0.0158701,0.00168069,0.0352696,0.010567,0.0251797,0.0183367,0.0525496,0,0
165,0.0429238,0.0186277,0.00837984,0.0347048,0.00252705,0.113533,0.0260204,0.0817064,0.0749759,0.0107272,0.0200189,0.0219236,0.0706161,0.0158552,0.00958752,0.00419702,0.0981749,0.0721326,0.0709181,0.00763967,0.0432118,0.0640079,0.0198975,0.0562812,0.01913,0.0695688,0.0470913,0.00341391,0.00360369,0.0445602,0.107458,0.0173786,0.015803,0.00167975,0.0354252,0.0099885,0.0248583,0.0183968,0.0525354,0,0
166,0.0430371,0.0187196,0.00834308,0.0346683,0.00263247,0.113429,0.0259224,0.0816858,0.0748744,0.0106992,0.0199754,0.0219284,0.0706246,0.0157761,0.00952895,0.00416159,0.0980792,0.0720994,0.0709145,0.00767505,0.0432284,0.0641584,0.0200571,0.0562969,0.0190101,0.0689895,0.0470475,0.0033568,0.0035497,0.0445206,0.107651,0.0173067,0.0157251,0.0016829,0.0356024,0.00934064,0.0244709,0.0184455,0.0525315,0,0
167,0.0431195,0.018809,0.00830977,0.0346343,0.00274587,0.113322,0.0258134,0.0816726,0.0747739,0.0106685,0.0199265,0.0219349,0.0706245,0.0156983,0.00947132,0.00412432,0.0979814,0.0720612,0.0709056,0.00771608,0.0432477,0.0643141,0.0202126,0.0563245,0.0188885,0.0683745,0.0469623,0.00329947,0.00351332,0.0444807,0.107837,0.0172453,0.0156535,0.0016885,0.035798,0.00866841,0.0240686,0.0185066,0.0525238,0,0
168,0.0431889,0.0188903,0.00827049,0.0346062,0.00283212,0.11323,0.0257002,0.0816608,0.0746598,0.0106363,0.0198732,0.0219479,0.0706319,0.0156329,0.00941714,0.00408774,0.0978964,0.0720169,0.0708947,0.0077631,0.0432601,0.0644503,0.0203578,0.0563537,0.0187847,0.0678069,0.0468548,0.00324751,0.00346748,0.0444438,0.108009,0.0171889,0.0155923,0.00169315,0.0359433,0.00806279,0.0236965,0.0185804,0.052518,0,0
169,0.0432614,0.0189662,0.0082346,0.0345767,0.00290591,0.113155,0.0255935,0.0816336,0.0745515,0.0106085,0.0198455,0.0219753,0.070641,0.0155771,0.0093672,0.00405293,0.097826,0.071969,0.0708803,0.00781614,0.0432801,0.0645625,0.0204847,0.0563825,0.0187084,0.0673025,0.0468039,0.00319813,0.0034317,0.0444068,0.108173,0.017132,0.0155431,0.0017019,0.0360482,0.00752395,0.0233565,0.0186482,0.052506,0,0
170,0.043327,0.0190344,0.00820427,0.0345446,0.00297331,0.11311,0.0255079,0.0815721,0.0744865,0.0105903,0.0198302,0.0220075,0.0706458,0.0155417,0.00932977,0.00402735,0.0977794,0.0719282,0.0708728,0.00786977,0.0432942,0.0646586,0.0205777,0.0564077,0.0186648,0.0668811,0.046739,0.00313874,0.00340899,0.0443776,0.108321,0.0170822,0.0154903,0.00171354,0.0361421,0.00710049,0.0230562,0.0187155,0.0524809,0,0
171,0.0433605,0.0190984,0.00817514,0.0345137,0.00304208,0.113096,0.0254441,0.0815063,0.0744605,0.0105717,0.0198071,0.022041,0.0706604,0.015513,0.00930354,0.0040069,0.0977495,0.0718946,0.0708804,0.00790659,0.0433156,0.0647403,0.0206664,0.0564303,0.0186344,0.0665124,0.0467327,0.00308304,0.00339297,0.0443498,0.108465,0.0170403,0.0154235,0.00173234,0.0362362,0.00676651,0.0227892,0.0187789,0.0524572,0,0
172,0.0434003,0.0191677,0.00814867,0.0344824,0.0031062,0.113104,0.0253994,0.0814723,0.0744398,0.0105556,0.019779,0.0220612,0.0706944,0.015488,0.00927289,0.00397583,0.0977402,0.0718663,0.0708783,0.00793382,0.0433405,0.064801,0.0207536,0.0564379,0.0186077,0.0661917,0.0467188,0.0030356,0.00337156,0.044335,0.108603,0.0170032,0.015343,0.00175278,0.0363148,0.00649484,0.022569,0.0188295,0.0524416,0,0
173,0.0434601,0.0192499,0.00811606,0.0344511,0.00315982,0.113103,0.0253589,0.0814403,0.0744139,0.0105358,0.0197433,0.0220734,0.0707155,0.0154656,0.00923957,0.00394243,0.0977348,0.0718463,0.0708815,0.00796077,0.0433606,0.0648665,0.0208378,0.0564262,0.0185837,0.0658716,0.046669,0.00299209,0.00335454,0.0443162,0.108743,0.0169682,0.0152874,0.00177283,0.036388,0.00620903,0.0223491,0.0188672,0.0524354,0,0
174,0.0435315,0.0193386,0.0080894,0.0344274,0.00322942,0.113087,0.0253201,0.0813901,0.0743608,0.0105187,0.0197032,0.0220973,0.0706926,0.0154461,0.00920838,0.00390682,0.0977231,0.0718308,0.0708906,0.00798691,0.04337,0.0649359,0.0209265,0.0564131,0.0185672,0.0654973,0.0465976,0.00296449,0.00333542,0.0442915,0.10889,0.0169319,0.0152373,0.00179074,0.0364686,0.00583395,0.0221081,0.0189062,0.0524437,0,0
175,0.0436123,0.019434,0.00806142,0.0344051,0.00327796,0.113043,0.0252708,0.0813264,0.0742912,0.0105005,0.0196847,0.0221134,0.0706152,0.015417,0.00916679,0.00385724,0.097697,0.0718191,0.0709082,0.00799446,0.043367,0.0649981,0.0210402,0.0564077,0.0185417,0.0650522,0.0465303,0.00294699,0.00331347,0.044259,0.109044,0.0168936,0.0151864,0.0018088,0.0365572,0.00534338,0.021833,0.0189245,0.052463,0,0
176,0.0436991,0.0195261,0.00803836,0.0343807,0.00329777,0.112973,0.0251951,0.081282,0.0742259,0.0104801,0.0196876,0.0221129,0.0706437,0.0153828,0.00912451,0.00380976,0.0976489,0.0717993,0.0709298,0.00800705,0.0433657,0.0650686,0.0211651,0.0564193,0.0184918,0.0645616,0.0464767,0.00290762,0.00330144,0.0442244,0.109212,0.0168429,0.0151182,0.00182411,0.0366593,0.00477173,0.0215132,0.0189525,0.0524709,0,0
177,0.0437835,0.0196026,0.00801774,0.0343585,0.00331421,0.112902,0.0251244,0.0812581,0.0741636,0.0104629,0.0196834,0.0221034,0.0707733,0.0153539,0.00908167,0.003763,0.0975971,0.0717705,0.0709492,0.0080382,0.0433674,0.0651428,0.0212795,0.0564451,0.0184576,0.0640817,0.0464307,0.00289445,0.00330285,0.0441871,0.109379,0.0168012,0.0150475,0.00183511,0.0367555,0.0042176,0.0211897,0.0189798,0.0524691,0,0
178,0.0438622,0.0196641,0.00799291,0.0343403,0.00344988,0.112846,0.0250575,0.0812634,0.0741146,0.0104589,0.0196717,0.0221081,0.0708481,0.015332,0.0090507,0.00371766,0.0975477,0.071744,0.0709486,0.00806339,0.0433687,0.0652067,0.0213834,0.056467,0.0184424,0.0636562,0.0463833,0.00288447,0.0033048,0.04416,0.109541,0.0167716,0.0149805,0.00184077,0.0368367,0.00373107,0.0209017,0.0189313,0.0524774,0,0
179,0.0439366,0.019733,0.00797245,0.0343228,0.00353522,0.112812,0.024997,0.0812723,0.0740679,0.0104541,0.0196628,0.0221253,0.0708688,0.0153101,0.00903943,0.00367408,0.0975119,0.0717148,0.0709397,0.00807146,0.0433694,0.0652772,0.0214878,0.0564794,0.0184569,0.063293,0.046341,0.00286518,0.00331758,0.0441294,0.109695,0.0167513,0.0149194,0.00184368,0.0369109,0.00335028,0.0206392,0.0187867,0.0524821,0,0
